time,sender,destination,amount
2748.84,28,3,5.55
2748.86,27,25,13.61
2749.73,17,3,2.37
2749.90,34,26,6.16
2750.13,2,3,20.17
2750.45,6,0,7.45
2751.26,30,0,3.91
2751.65,1,0,44.22
2752.53,7,1,2.90
2752.69,32,0,9.81
2752.87,3,0,74.91
2753.43,4,3,11.39
2753.86,10,3,16.23
2754.80,12,31,17.24
2755.40,8,22,13.79
2756.37,31,8,5.88
2756.61,8,29,8.91
2757.39,13,16,16.43
2757.87,33,0,13.50
2758.57,11,0,17.03
2758.83,12,4,9.88
2759.42,25,0,5.06
2759.53,8,3,14.35
2759.76,0,3,6.57
2760.25,32,3,12.43
2760.38,18,3,1.92
2760.40,31,0,1.79
2761.17,24,22,16.60
2761.69,30,14,12.14
2761.92,1,13,12.44
2762.47,4,26,9.84
2762.51,23,32,13.61
2762.77,18,3,16.58
2762.86,34,3,10.68
2763.78,24,8,3.89
2764.33,31,0,4.61
2764.39,32,14,13.61
2764.58,25,31,11.49
2765.33,26,0,17.47
2766.14,0,3,68.82
2766.86,0,7,4.74
2767.74,5,3,16.55
2767.76,1,20,76.41
2768.67,9,3,4.02
2768.71,8,25,12.14
2769.57,29,0,15.22
2770.44,12,1,18.66
2770.52,1,35,16.92
2771.48,19,35,4.32
2771.66,27,29,9.88
2772.13,1,30,25.41
2772.55,18,3,2.45
2773.38,33,0,10.50
2773.69,7,3,19.14
2773.88,3,20,75.77
2774.27,26,0,7.85
2774.81,9,1,6.98
2775.05,5,3,16.18
2776.00,9,31,6.63
2776.83,31,13,2.39
2777.56,27,6,1.27
2778.56,4,3,6.20
2779.16,27,0,15.87
2779.65,27,32,10.98
2779.98,16,0,7.06
2780.94,1,13,15.86
2781.39,3,38,50.29
2781.71,26,11,14.99
2782.56,4,0,13.47
2783.23,25,0,11.38
2783.98,20,16,18.90
2784.34,31,0,5.65
2784.46,21,13,6.02
2785.33,10,3,11.56
2785.86,20,30,10.16
2786.32,29,1,16.24
2787.13,12,30,2.06
2787.83,22,0,10.21
2787.93,31,0,18.49
2788.66,0,1,38.46
2789.25,2,32,19.84
2789.59,0,7,48.66
2789.69,18,3,12.84
2789.69,6,9,10.66
2790.11,31,3,18.71
2790.17,3,6,67.66
2790.42,29,8,15.53
2790.62,25,0,14.98
2790.88,5,9,16.78
2791.12,28,3,11.92
2791.18,23,0,2.52
2791.73,0,3,31.88
2791.78,2,10,21.14
2791.97,15,20,12.34
2792.59,6,0,11.92
2792.82,26,0,8.50
2793.37,0,3,59.36
2793.44,3,0,73.54
2793.45,26,0,15.00
2794.44,15,3,1.13
2795.19,34,3,10.91
2795.89,3,30,75.17
2796.59,6,23,6.20
2797.11,8,20,9.55
2797.86,30,16,8.83
2798.49,15,3,14.73
2799.46,2,0,70.85
2800.24,10,1,17.31
2800.73,15,3,7.48
2800.75,28,31,3.09
2801.09,10,0,4.98
2802.03,25,0,5.85
2802.40,4,32,4.17
2802.62,30,0,9.11
2803.26,6,0,18.53
2804.04,9,26,16.05
2804.89,32,29,3.19
2805.49,29,8,15.53
2806.27,20,7,10.93
2806.59,28,35,8.72
2807.10,20,3,4.36
2807.10,5,3,8.40
2807.50,4,11,5.96
2808.11,3,6,3.02
2808.56,27,4,8.74
2808.83,16,31,10.28
2809.15,23,3,8.71
2809.35,16,3,16.97
2810.33,2,0,17.56
2810.80,8,3,7.29
2811.01,19,7,16.21
2811.56,4,0,15.46
2812.56,2,3,60.66
2813.54,23,30,1.43
2814.33,27,26,16.84
2815.17,33,0,6.58
2815.74,32,3,7.56
2816.45,33,3,2.51
2816.52,25,3,13.06
2816.55,1,3,76.18
2816.86,8,3,7.05
2817.27,16,5,16.71
2817.70,3,0,44.67
2818.59,28,26,14.19
2818.83,2,6,65.59
2819.12,33,1,6.84
2820.08,18,0,6.09
2820.65,32,35,18.77
2820.75,31,3,8.04
2821.17,14,3,3.33
2822.00,32,3,16.88
2822.13,3,2,47.20
2822.43,4,0,11.68
2823.38,12,20,13.81
2823.68,16,0,2.60
2824.59,34,0,4.53
2824.98,0,3,78.73
2825.83,15,3,14.38
2825.93,0,16,8.18
2826.52,9,3,18.11
2826.99,10,3,19.78
2827.25,6,3,1.78
2827.79,33,31,7.82
2828.76,17,3,2.04
2828.79,23,30,15.91
2829.32,33,0,3.26
2829.34,17,0,5.12
2829.38,20,0,10.53
2830.34,4,11,1.80
2830.81,17,1,11.89
2831.66,32,0,19.60
2831.85,25,3,16.71
2831.99,17,0,13.90
2832.79,25,22,14.02
2833.11,20,14,2.60
2833.16,12,31,11.82
2833.37,29,30,16.45
2833.84,3,0,12.61
2834.37,0,3,52.69
2835.00,5,29,19.07
2835.16,1,7,11.74
2835.40,2,10,10.41
2835.58,16,3,13.32
2836.41,0,26,74.62
2836.86,2,14,52.39
2837.81,34,3,4.80
2838.69,0,4,20.41
2839.13,31,3,9.87
2839.39,29,16,10.76
2839.55,21,3,9.68
2839.79,14,13,3.84
2839.80,34,14,17.04
2840.04,17,3,5.26
2840.69,26,3,3.16
2840.90,5,26,2.38
2841.07,6,30,10.98
2841.98,18,3,3.44
2842.88,11,16,13.77
2843.12,34,0,17.53
2843.67,34,0,16.60
2844.27,31,3,12.36
2844.47,3,0,62.87
2845.22,8,0,12.78
2845.29,30,4,4.23
2845.52,19,3,10.45
2845.97,34,11,8.36
2846.65,7,38,2.43
2846.76,1,3,74.41
2846.95,1,32,40.50
2847.00,19,32,7.47
2847.25,19,38,14.12
2847.28,2,0,15.87
2847.88,14,7,4.78
2848.60,4,3,11.84
2848.68,32,0,1.97
2849.30,26,11,3.61
2850.22,13,4,9.47
2851.01,3,0,1.52
2851.10,18,0,12.35
2851.38,24,0,13.17
2851.88,0,4,50.24
2852.83,12,0,18.17
2853.60,2,0,11.91
2853.92,0,25,23.08
2853.96,20,13,16.76
2854.93,17,3,10.62
2855.33,16,32,1.23
2855.89,30,3,17.46
2856.46,1,3,52.30
2857.16,31,3,11.00
2857.21,2,17,10.40
2857.40,8,1,18.48
2857.63,9,3,4.85
2857.74,32,8,9.10
2858.73,13,4,4.39
2859.67,0,17,62.38
2859.89,33,3,19.48
2860.51,30,35,6.73
2861.41,1,4,44.59
2861.89,2,3,12.68
2862.49,2,3,19.29
2863.44,1,22,69.53
2864.27,31,23,13.12
2864.61,26,3,12.16
2865.36,24,38,7.33
2865.77,2,3,57.53
2866.36,12,30,15.36
2866.40,11,14,6.97
2866.54,0,5,14.84
2867.47,8,1,19.28
2867.55,1,3,71.36
2868.28,18,38,2.05
2869.21,4,32,8.75
2869.80,1,17,14.74
2870.03,12,24,17.03
2870.49,8,0,1.31
2871.39,26,25,7.62
2871.96,4,0,15.80
2872.69,20,3,11.40
2872.92,0,29,12.52
2873.88,34,0,7.72
2874.37,4,3,10.80
2874.80,1,0,5.11
2875.34,14,9,13.16
2875.66,21,3,10.50
2876.63,11,0,5.50
2877.06,18,30,19.75
2877.34,22,32,5.96
2877.72,34,0,14.36
2878.54,16,31,3.56
2878.73,22,0,11.63
2879.53,2,3,35.29
2880.24,0,3,10.21
2880.68,26,10,18.80
2880.72,23,0,7.97
2881.52,15,3,19.34
2881.63,31,6,15.04
2882.60,4,32,5.83
2883.58,11,3,14.58
2884.43,26,3,15.86
2885.38,2,26,15.32
2886.05,22,13,17.17
2886.86,15,1,9.79
2887.18,12,9,1.68
2888.16,24,13,1.60
2889.16,18,20,3.20
2889.20,11,0,13.77
2889.30,22,3,3.03
2890.29,1,0,28.33
2890.91,3,5,44.06
2891.41,1,3,9.84
2891.98,8,3,7.64
2892.48,9,4,15.56
2893.10,0,3,73.40
2893.16,23,30,13.65
2893.85,10,4,17.97
2894.77,28,6,12.97
2895.31,1,0,42.17
2895.80,0,3,22.79
2896.72,10,0,17.25
2897.27,1,3,19.19
2897.48,32,24,15.05
2898.46,24,26,7.00
2898.99,9,22,19.61
2899.15,30,3,11.32
2899.98,27,2,18.77
2900.43,18,17,17.19
2900.84,32,7,12.27
2901.80,30,0,1.87
2902.39,13,38,6.55
2902.76,33,3,14.37
2903.20,24,3,9.68
2903.80,25,23,16.79
2903.90,2,3,1.20
2904.02,11,3,7.85
2904.49,2,0,27.20
2905.24,2,3,7.13
2905.29,25,5,1.35
2905.74,34,2,8.62
2905.85,11,0,19.08
2905.90,22,0,10.58
2905.98,29,0,6.77
2906.74,11,13,16.36
2907.42,30,1,1.06
2908.30,1,30,41.06
2908.88,21,3,16.32
2908.92,5,32,7.20
2909.30,31,38,11.05
2910.22,11,6,13.05
2910.34,34,23,9.89
2910.65,32,16,11.66
2911.63,5,14,5.55
2912.58,5,32,17.32
2913.33,9,0,14.55
2914.18,20,3,18.52
2914.51,1,8,3.83
2915.05,2,16,63.02
2915.76,2,0,65.61
2916.02,2,5,31.18
2916.11,14,3,2.53
2916.14,7,6,7.02
2916.23,24,3,6.66
2916.62,13,0,6.91
2916.80,23,3,6.72
2917.30,0,29,47.28
2917.38,32,29,11.08
2917.88,2,7,40.39
2918.28,1,3,68.39
2918.34,24,3,6.07
2919.23,20,1,1.79
2920.21,2,32,35.48
2921.05,0,3,10.18
2921.08,22,38,18.81
2921.58,20,23,15.56
2922.38,32,3,9.94
2923.00,25,0,14.37
2923.46,20,31,6.09
2924.15,5,3,19.57
2924.48,14,17,8.38
2924.53,8,0,1.40
2925.02,17,3,10.52
2925.33,13,30,6.48
2926.26,1,3,18.67
2926.57,5,2,1.91
2926.70,26,3,13.04
2927.53,20,0,4.47
2928.37,23,3,18.33
2928.65,0,3,39.95
2929.02,6,0,1.83
2929.12,5,3,19.31
2930.03,7,3,2.88
2930.30,11,22,16.77
2931.05,17,3,9.13
2931.45,27,10,18.91
2931.84,32,0,9.04
2932.62,2,0,38.32
2933.29,12,3,19.67
2934.09,32,8,9.69
2934.88,14,0,8.08
2935.48,1,8,16.59
2935.52,17,32,14.06
2935.92,7,1,12.62
2936.61,25,0,9.35
2937.54,0,3,36.96
2938.44,24,30,3.77
2938.51,9,29,14.86
2939.39,13,11,8.49
2940.10,20,3,3.35
2940.56,30,31,14.01
2941.44,1,2,39.37
2941.79,0,7,67.09
2941.88,15,0,17.59
2942.75,4,3,1.30
2942.79,12,3,9.94
2943.35,22,38,18.81
2943.70,3,5,14.14
2944.29,26,17,17.66
2945.03,24,11,3.83
2945.33,22,6,6.18
2946.28,32,3,11.12
2947.01,31,23,19.19
2947.84,0,3,12.12
2947.94,29,13,16.22
2948.68,2,17,19.85
2948.87,3,10,2.90
2949.71,23,0,13.37
2949.76,6,4,15.23
2949.89,4,2,5.56
2950.41,30,35,7.81
2950.55,2,3,16.63
2950.57,9,0,1.77
2950.58,27,25,1.76
2950.77,1,3,14.86
2951.61,33,0,11.96
2952.33,11,10,1.50
2952.98,7,35,18.50
2953.30,19,0,17.15
2954.13,2,11,67.31
2954.65,12,30,9.25
2955.19,1,29,22.16
2955.38,4,22,8.93
2955.67,4,9,16.05
2956.16,1,3,4.21
2956.81,11,23,12.28
2957.61,14,17,5.39
2958.15,15,0,3.08
2958.90,34,3,11.98
2959.77,8,4,11.10
2960.18,10,38,7.28
2960.86,9,29,11.39
2961.62,13,3,14.34
2962.36,7,3,17.40
2962.85,21,32,11.33
2963.60,2,31,11.15
2964.47,1,3,74.46
2964.88,11,0,16.60
2965.09,4,35,17.89
2965.45,5,0,10.76
2965.87,31,26,12.98
2966.79,17,3,11.85
2967.25,30,3,7.88
2967.42,16,26,11.28
2967.75,21,2,16.20
2968.15,19,3,3.28
2968.36,1,3,27.42
2968.43,9,0,3.66
2968.47,24,8,3.43
2969.00,22,3,9.49
2969.00,0,30,78.58
2969.71,21,22,15.68
2970.69,32,14,18.08
2971.44,1,3,75.71
2972.14,12,3,11.36
2972.78,7,0,4.85
2973.29,17,0,13.37
2974.15,5,8,7.66
2974.32,13,20,6.72
2974.76,1,0,9.62
2975.29,23,9,12.50
2976.13,7,4,14.10
2976.69,5,0,1.48
2977.06,0,3,10.32
2978.03,23,11,6.86
2978.17,17,32,13.81
2978.24,16,0,4.89
2978.41,19,0,10.44
2979.35,3,6,74.46
2979.91,32,11,3.06
2980.50,7,0,18.93
2981.27,0,3,12.08
2981.45,30,3,7.36
2981.95,34,0,13.62
2982.36,6,13,6.00
2982.40,12,10,3.03
2982.54,15,3,2.17
2982.56,10,3,3.36
2983.19,14,10,2.57
2983.24,7,0,12.36
2983.97,17,26,10.72
2984.94,0,3,20.54
2985.34,9,1,6.56
2985.34,3,8,3.87
2985.36,3,31,52.59
2986.32,33,32,1.09
2986.44,3,13,21.73
2987.37,3,30,18.91
2987.81,26,3,12.23
2988.66,13,0,5.31
2989.18,1,38,67.13
2989.82,16,0,1.45
2989.93,31,6,19.16
2990.07,29,4,11.89
2990.24,30,22,11.09
2990.37,18,13,12.09
2990.78,25,0,19.64
2991.67,6,3,12.16
2991.83,19,3,3.69
2992.16,12,24,15.99
2992.97,15,3,13.13
2993.48,17,0,5.52
2993.81,19,3,11.24
2994.65,11,17,3.42
2995.16,10,29,15.54
2995.79,29,30,19.69
2996.22,23,16,13.83
2996.24,2,3,33.60
2997.23,23,3,10.73
2997.64,0,23,17.24
2998.23,2,32,15.15
2999.06,31,3,7.05
2999.74,30,0,7.03
3000.23,26,3,3.52
3000.61,19,10,10.41
3000.75,33,0,12.29
3001.03,20,3,17.28
3001.82,2,1,19.26
3002.40,29,24,17.46
3002.86,33,8,2.37
3003.47,11,3,8.45
3003.56,24,5,18.16
3003.86,10,0,13.00
3004.30,16,13,2.30
3004.89,21,38,1.94
3005.80,3,0,14.69
3006.06,17,25,16.01
3006.82,19,26,6.86
3007.55,4,0,9.54
3008.41,11,23,5.87
3008.76,30,3,12.36
3008.78,26,0,3.04
3009.66,0,38,9.01
3009.98,21,30,12.37
3010.69,10,3,12.63
3010.93,1,0,2.15
3011.20,10,3,11.55
3011.48,12,3,16.65
3011.84,0,3,31.99
3011.86,14,0,1.19
3012.14,27,3,2.87
3012.34,29,3,19.82
3013.12,2,16,44.71
3013.27,13,2,12.98
3013.44,22,6,11.33
3013.91,18,3,17.20
3014.08,0,17,27.36
3015.03,3,20,12.45
3015.54,12,0,2.53
3016.21,32,3,1.36
3016.74,21,3,9.73
3017.44,7,0,15.96
3017.77,28,0,13.62
3018.08,32,0,4.93
3018.62,3,35,51.87
3019.29,24,20,1.16
3020.12,27,3,16.12
3020.47,11,3,9.94
3021.32,26,5,9.02
3022.22,20,3,3.87
3022.76,2,5,11.00
3023.34,10,3,6.03
3023.69,2,32,70.91
3024.58,0,29,42.13
3024.77,0,16,18.12
3025.03,3,4,35.08
3025.77,27,3,16.36
3026.32,1,3,57.32
3026.76,1,3,25.46
3027.35,26,16,10.79
3028.19,14,3,12.34
3029.00,14,23,10.36
3029.93,32,0,10.20
3030.53,17,11,4.80
3031.41,6,35,11.18
3032.00,0,30,2.10
3032.63,10,0,6.22
3032.88,31,3,14.74
3033.03,31,32,17.36
3034.03,15,1,6.56
3034.60,30,0,9.68
3035.02,2,0,7.32
3035.69,18,2,8.84
3036.29,2,3,78.39
3036.68,5,38,9.85
3036.71,29,1,7.78
3037.01,8,0,16.42
3037.97,22,32,17.69
3038.10,4,1,8.87
3038.64,17,3,17.96
3039.10,13,3,1.20
3039.92,24,26,4.51
3040.53,1,13,14.38
3041.03,21,3,4.36
3042.02,27,26,15.28
3042.24,14,7,7.60
3042.93,3,2,74.66
3043.62,2,0,74.24
3043.92,18,35,5.68
3044.44,17,1,12.00
3044.96,34,38,10.06
3045.03,20,3,13.75
3045.82,2,24,10.25
3045.90,32,0,18.10
3046.30,26,8,10.97
3046.68,2,0,30.58
3047.16,2,0,44.12
3047.23,3,0,34.21
3048.03,5,16,12.79
3048.24,12,1,2.85
3048.31,3,2,53.77
3048.46,27,3,13.32
3049.04,8,3,16.18
3049.65,32,24,13.99
3050.01,34,3,19.22
3050.68,11,0,14.88
3051.49,22,6,6.18
3052.30,18,6,5.92
3052.74,28,20,13.00
3053.20,34,0,10.19
3053.69,16,3,5.59
3054.57,26,3,14.28
3055.52,9,3,11.46
3055.99,7,26,18.55
3056.84,13,3,7.66
3057.66,2,17,14.17
3058.49,18,0,4.55
3059.31,11,14,7.56
3059.90,3,11,13.46
3060.56,9,31,11.57
3060.77,1,31,33.45
3061.44,1,11,9.93
3061.99,0,16,74.93
3062.78,30,3,14.72
3063.36,21,9,9.41
3063.89,24,3,5.17
3064.26,21,3,15.58
3064.83,12,0,9.89
3065.60,4,1,7.09
3066.08,15,3,7.39
3066.41,2,22,11.56
3067.01,17,23,1.81
3067.65,32,0,11.96
3068.06,34,0,8.99
3068.76,8,0,18.45
3069.26,12,0,7.04
3069.32,9,26,2.17
3069.60,11,30,15.21
3070.56,27,7,14.52
3071.23,4,30,4.58
3071.51,13,8,13.71
3072.06,5,29,1.05
3072.49,0,3,12.45
3073.41,20,31,11.80
3074.35,14,4,4.93
3074.71,22,0,10.03
3074.83,14,3,9.32
3075.14,20,0,4.73
3075.73,27,3,17.61
3075.94,2,8,13.83
3076.07,32,25,8.27
3076.25,9,3,3.20
3077.02,27,30,14.33
3077.82,25,6,7.16
3078.52,5,8,7.66
3078.98,5,3,11.47
3079.04,6,8,17.52
3079.17,2,32,10.69
3079.52,4,3,11.70
3079.99,26,3,15.83
3080.00,8,3,5.64
3080.17,26,1,3.81
3080.56,15,0,18.10
3081.24,3,0,2.95
3082.10,2,3,34.64
3082.22,26,38,6.66
3082.70,23,5,7.18
3083.21,21,38,2.68
3083.84,17,3,9.90
3084.64,1,35,78.09
3084.92,28,4,7.88
3085.20,5,3,19.96
3085.77,23,0,3.10
3085.91,29,0,8.19
3086.01,24,16,8.74
3086.09,30,0,6.88
3086.86,6,0,3.14
3087.01,18,29,5.29
3087.38,3,0,3.30
3087.45,0,23,49.45
3087.73,27,3,1.08
3088.45,3,10,46.12
3089.14,5,0,10.01
3089.41,5,11,17.22
3089.75,8,3,4.33
3090.05,12,3,18.00
3090.95,26,3,8.99
3091.92,26,6,12.55
3092.15,11,3,9.93
3092.15,32,9,3.54
3092.39,9,8,7.65
3092.82,30,0,9.20
3092.84,1,11,45.81
3092.89,0,10,48.05
3093.31,13,25,18.08
3093.77,6,26,6.87
3094.65,2,6,14.47
3094.83,0,31,54.18
3094.92,21,20,11.46
3095.75,0,3,14.55
3096.30,23,35,1.07
3097.24,0,3,42.93
3097.70,5,10,2.72
3098.47,1,11,38.26
3098.77,10,38,3.42
3099.63,26,3,19.07
3099.67,17,26,5.31
3100.09,19,13,10.43
3100.58,19,0,4.54
3100.99,5,29,10.23
3101.70,30,3,7.79
3101.79,7,3,1.69
3102.68,29,17,15.99
3103.68,18,2,7.50
3103.94,10,0,13.58
3104.62,31,11,4.80
3105.36,22,3,7.45
3106.24,33,0,3.26
3106.39,17,25,11.10
3107.16,0,1,23.24
3107.27,22,3,10.00
3107.54,28,38,7.17
3108.12,34,24,3.78
3108.80,2,0,18.22
3109.37,1,38,79.26
3109.77,9,22,13.80
3110.42,19,9,12.23
3110.67,5,3,6.41
3111.33,10,0,4.58
3112.33,13,0,11.05
3112.87,1,0,52.20
3113.29,28,38,4.04
3113.79,2,0,64.31
3114.40,10,23,5.12
3114.60,11,17,4.42
3114.79,28,0,15.33
3115.52,19,0,17.15
3115.52,20,3,5.30
3116.19,0,3,139.27
3116.39,19,3,7.29
3116.40,2,0,8.45
3116.88,0,35,62.06
3117.51,17,1,11.89
3118.31,15,0,9.54
3118.83,19,13,5.30
3118.95,13,22,2.93
3119.11,32,8,15.48
3119.67,12,3,19.88
3119.98,7,13,2.50
3120.80,2,6,46.22
3121.19,34,0,10.38
3121.80,1,10,7.79
3122.43,29,0,11.47
3122.70,18,0,2.86
3123.02,15,0,19.24
3123.63,16,1,1.70
3123.74,6,14,17.52
3123.80,23,13,1.26
3124.04,26,3,13.57
3124.12,34,0,18.13
3124.78,0,30,68.93
3125.30,32,0,3.44
3126.19,21,3,19.31
3127.18,21,0,17.02
3127.97,0,22,73.21
3128.19,34,32,6.49
3128.60,16,6,15.93
3129.60,4,0,18.87
3130.19,14,2,12.62
3131.13,8,4,6.77
3131.97,11,3,14.41
3132.10,10,26,19.80
3132.34,6,5,1.87
3132.64,17,29,8.00
3133.16,33,3,3.96
3133.70,3,11,66.32
3134.20,24,0,19.20
3134.94,23,3,5.93
3135.07,23,3,8.68
3135.34,2,0,2.00
3136.22,20,3,1.16
3137.00,19,25,18.74
3137.87,1,30,33.68
3138.21,7,25,19.22
3139.09,6,0,11.83
3139.96,7,22,10.03
3140.81,2,38,14.09
3140.89,28,16,13.33
3141.52,0,9,10.93
3141.71,0,9,59.04
3141.73,18,0,18.27
3142.35,32,0,8.10
3143.18,10,3,1.48
3143.30,11,0,13.34
3143.62,28,29,1.22
3144.08,16,30,18.64
3144.28,7,3,11.84
3144.85,31,0,16.74
3144.93,22,3,5.24
3145.91,32,0,2.96
3146.74,26,20,11.55
3147.14,16,3,7.97
3147.81,15,35,3.51
3148.16,27,0,7.12
3148.41,4,3,10.05
3149.03,29,0,14.61
3149.60,15,3,14.86
3150.17,25,0,3.71
3150.25,10,38,2.22
3150.82,17,3,1.26
3150.84,14,3,7.78
3151.61,1,3,50.91
3152.18,12,0,4.56
3153.15,18,22,1.39
3153.87,1,7,67.82
3154.42,21,6,5.53
3154.88,2,16,28.37
3154.99,20,3,18.82
3155.18,15,0,4.75
3155.79,15,35,4.35
3156.17,31,13,2.74
3156.38,29,13,12.91
3156.41,24,0,6.79
3157.32,2,24,6.18
3157.38,17,35,7.48
3157.85,21,0,3.04
3158.02,4,14,19.26
3158.65,21,0,11.60
3159.29,23,3,14.31
3159.58,17,0,17.71
3159.75,16,0,5.56
3160.44,2,3,41.86
3160.97,32,3,14.84
3161.76,0,25,23.08
3162.23,26,3,3.20
3162.66,18,3,17.67
3163.38,15,0,16.84
3163.45,15,29,15.65
3163.98,2,0,48.83
3164.36,1,5,5.55
3164.86,3,7,10.92
3165.20,9,3,6.34
3165.66,33,14,14.87
3165.72,27,16,18.66
3165.92,15,3,12.07
3166.64,5,0,10.06
3166.92,12,3,6.81
3167.36,8,3,7.38
3168.22,2,3,57.41
3168.86,20,3,5.01
3169.23,30,5,16.90
3169.55,0,3,2.70
3170.05,33,38,1.86
3170.45,30,3,14.72
3171.38,0,3,9.63
3172.23,18,23,18.60
3172.74,2,14,60.73
3173.69,26,10,19.10
3174.04,2,8,13.83
3175.00,13,22,12.92
3175.49,6,1,4.27
3175.98,3,2,3.63
3176.88,0,3,30.05
3177.59,4,0,9.27
3177.80,4,2,4.76
3177.96,8,0,12.08
3177.97,13,20,3.72
3178.74,22,3,16.36
3179.10,2,0,12.08
3179.44,10,0,13.16
3179.51,5,0,5.13
3180.50,9,3,13.41
3181.00,12,3,4.75
3181.07,32,0,4.26
3181.63,28,17,5.26
3181.68,31,30,3.81
3182.17,33,10,2.55
3182.52,12,20,17.49
3182.72,13,8,4.37
3183.21,6,3,6.85
3183.85,27,31,3.68
3184.45,18,30,16.04
3184.82,5,0,1.67
3185.19,2,16,16.22
3185.91,25,3,16.67
3186.07,2,3,48.66
3186.50,13,9,6.20
3187.35,12,11,5.39
3187.94,24,3,1.43
3188.43,5,3,1.38
3189.31,18,8,1.58
3189.42,20,13,17.05
3190.38,22,38,17.73
3191.16,10,8,10.05
3191.99,32,29,14.27
3192.71,24,1,15.85
3193.20,26,13,8.74
3193.83,23,0,11.98
3194.51,22,25,13.26
3194.94,2,0,1.99
3194.94,10,14,16.56
3195.00,1,0,14.15
3195.17,20,0,9.11
3195.21,24,29,4.41
3195.92,28,10,2.86
3196.19,16,3,5.58
3196.22,0,3,67.90
3196.85,17,8,18.13
3196.99,21,38,7.61
3197.22,29,3,18.60
3197.23,24,7,4.66
3197.52,34,0,7.72
3197.71,12,25,7.48
3198.18,2,0,77.70
3198.43,3,1,36.90
3198.96,0,31,37.65
3199.39,1,3,12.32
3199.53,8,2,16.01
3199.94,33,9,4.40
3200.87,3,22,56.59
3201.24,25,2,5.46
3201.46,9,3,3.38
3201.74,32,0,13.79
3202.11,13,0,18.74
3202.99,15,3,11.94
3203.20,21,1,13.08
3204.09,29,13,17.54
3204.31,13,0,2.98
3204.39,0,17,31.19
3204.68,19,3,14.99
3205.50,32,35,19.20
3205.54,1,13,18.63
3206.36,0,23,24.01
3207.02,27,3,1.77
3207.54,11,13,8.45
3208.04,17,3,6.32
3208.09,27,3,5.00
3208.18,0,2,28.60
3208.73,25,3,17.24
3209.38,8,4,14.51
3209.62,33,31,8.86
3210.01,0,32,16.84
3210.07,31,9,12.73
3210.92,19,0,5.35
3211.40,29,0,18.99
3212.01,28,3,7.28
3212.87,23,38,19.35
3213.40,2,1,75.61
3213.66,5,0,7.29
3214.03,30,0,4.27
3214.60,9,3,17.44
3215.07,31,3,19.62
3215.42,15,0,8.19
3216.41,25,0,7.93
3217.27,13,3,13.10
3218.04,5,38,2.91
3218.83,22,3,15.93
3219.44,8,38,2.94
3220.16,15,3,16.60
3220.71,2,6,66.90
3220.71,3,0,38.44
3221.28,32,0,15.60
3222.01,12,23,1.25
3222.73,33,0,14.70
3223.46,1,31,71.32
3224.16,23,13,16.92
3225.05,18,0,4.51
3225.17,13,3,10.16
3225.51,8,2,8.89
3226.48,10,3,9.72
3226.66,9,7,13.32
3227.49,17,3,4.23
3228.34,3,17,64.39
3228.51,1,38,64.37
3229.10,0,23,56.99
3229.83,27,0,6.48
3230.79,2,3,35.15
3231.39,14,3,12.21
3232.12,23,3,3.70
3232.14,33,14,6.30
3232.76,8,2,2.30
3232.95,2,35,3.40
3233.56,17,1,1.56
3234.38,30,3,3.56
3235.23,6,0,13.47
3236.12,33,17,10.23
3236.14,0,8,16.54
3236.36,15,3,1.99
3237.12,2,0,18.12
3238.05,24,22,7.45
3238.88,2,14,18.55
3238.95,34,0,17.37
3239.59,29,5,16.67
3239.64,1,4,39.90
3240.03,18,24,3.59
3240.97,25,3,10.41
3241.78,14,0,2.90
3242.33,28,3,11.95
3242.68,7,31,15.71
3243.41,18,35,4.30
3243.92,24,25,7.68
3244.71,34,0,4.41
3245.02,10,3,9.10
3245.57,19,0,15.21
3246.15,14,3,7.49
3246.32,1,38,18.07
3247.09,20,0,18.70
3247.18,27,0,2.97
3247.45,29,23,17.19
3248.16,6,26,11.02
3248.30,6,24,12.85
3248.92,18,25,8.01
3249.43,16,0,10.82
3249.74,8,3,17.28
3250.12,5,0,8.35
3251.06,23,16,4.01
3251.76,9,3,4.03
3252.37,3,0,8.78
3253.03,19,3,15.51
3253.36,9,24,6.79
3253.76,17,3,2.97
3253.82,12,8,13.08
3254.15,10,3,15.34
3254.85,3,8,9.66
3255.31,0,17,10.37
3255.57,0,16,18.12
3255.88,0,3,69.69
3256.32,7,1,1.03
3257.06,26,3,7.81
3257.43,19,3,1.85
3258.16,32,3,14.29
3258.41,20,30,10.16
3259.36,16,38,9.11
3259.82,14,22,1.66
3260.63,3,0,2.36
3261.00,27,0,14.39
3261.22,32,30,6.91
3261.68,0,3,58.37
3262.48,13,16,2.27
3263.08,25,7,6.61
3263.38,14,0,11.73
3263.50,22,0,13.24
3264.27,8,14,2.50
3264.32,13,4,1.62
3265.23,12,2,19.49
3265.74,11,6,13.20
3266.08,19,3,14.05
3266.97,18,38,14.57
3267.25,18,13,12.37
3267.59,32,3,4.62
3267.64,6,9,11.37
3268.61,15,17,10.15
3269.14,19,25,13.12
3270.10,34,3,10.61
3270.33,29,3,5.22
3270.93,1,13,6.17
3271.29,5,3,1.03
3271.33,30,13,5.45
3271.92,17,13,19.24
3272.10,26,9,13.34
3272.20,20,3,2.50
3272.69,27,0,1.07
3273.25,32,8,17.35
3273.43,15,3,10.43
3273.50,32,3,6.61
3274.02,14,3,18.58
3274.97,7,29,11.92
3275.91,31,0,10.55
